CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
05/08/2022,2:34,,,,,,WILLIAMSBURG BRIDGE INNER ROADWA,,,0,0,0,0,0,0,0,0,Tire Failure/Inadequate,Unspecified,Unspecified,,,4525800,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,
05/08/2022,16:44,BROOKLYN,11236,40.636024,-73.89506,"(40.636024, -73.89506)",EAST 95 STREET,AVENUE M,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4526230,Sedan,Sedan,,,
05/08/2022,15:50,BROOKLYN,11210,40.62551,-73.94277,"(40.62551, -73.94277)",,,1241      EAST 34 STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4525837,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/08/2022,19:40,BROOKLYN,11236,40.64574,-73.902985,"(40.64574, -73.902985)",,,1397      ROCKAWAY PARKWAY,2,0,0,0,0,0,2,0,Unspecified,,,,,4525890,Sedan,,,,
05/08/2022,3:55,,,40.85713,-73.8808,"(40.85713, -73.8808)",SOUTHERN BOULEVARD,,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,4525717,Sedan,,,,
05/08/2022,17:00,BROOKLYN,11236,40.638596,-73.9193,"(40.638596, -73.9193)",RALPH AVENUE,EAST 78 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4526231,Sedan,Sedan,,,
05/08/2022,2:20,BROOKLYN,11216,0,0,"(0.0, 0.0)",FULTON STREET,NOSTRAND AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4526375,Taxi,Sedan,,,
05/08/2022,11:16,,,0,0,"(0.0, 0.0)",WALKER STREET,MORNINGSTAR ROAD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4525743,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/08/2022,10:40,,,40.708294,-73.7385,"(40.708294, -73.7385)",SPRINGFIELD BOULEVARD,110 AVENUE,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,4525833,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/08/2022,15:37,BROOKLYN,11224,40.57557,-73.981224,"(40.57557, -73.981224)",SURF AVENUE,STILLWELL AVENUE,,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,4526598,Sedan,,,,
05/08/2022,16:00,BRONX,10466,40.886925,-73.85253,"(40.886925, -73.85253)",,,948       EAST 227 STREET,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4526624,Sedan,Sedan,,,
05/08/2022,6:50,,,,,,168 STREET,GRAND CENTRAL PARKWAY,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4525885,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/08/2022,18:36,BRONX,10460,40.850044,-73.88448,"(40.850044, -73.88448)",GARDEN STREET,PROSPECT AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4526081,Sedan,Moped,,,
05/08/2022,14:40,,,40.679565,-73.93436,"(40.679565, -73.93436)",FULTON STREET,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4525772,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/08/2022,1:35,QUEENS,11420,0,0,"(0.0, 0.0)",,,121-41    133 STREET,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,4525910,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle
05/08/2022,2:36,QUEENS,11377,40.752403,-73.89759,"(40.752403, -73.89759)",BROOKLYN QUEENS EXPRESSWAY,34 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4525684,Sedan,,,,
05/08/2022,2:14,STATEN ISLAND,10301,40.602135,-74.114876,"(40.602135, -74.114876)",TODT HILL ROAD,OCEAN TERRACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4525866,Sedan,,,,
05/08/2022,1:18,,,40.835484,-73.9494,"(40.835484, -73.9494)",HENRY HUDSON PARKWAY,,,0,0,0,0,0,0,0,0,Other Vehicular,Following Too Closely,,,,4526214,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/08/2022,16:05,QUEENS,11368,40.744232,-73.861305,"(40.744232, -73.861305)",,,102-14    CORONA AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4525855,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/08/2022,17:38,,,40.740017,-73.84565,"(40.740017, -73.84565)",GRAND CENTRAL PKWY,,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,4525949,Sedan,Sedan,Sedan,,
05/08/2022,12:29,BROOKLYN,11216,0,0,"(0.0, 0.0)",HANCOCK STREET,BEDFORD AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4526395,Sedan,UNKNOWN,,,
05/08/2022,0:00,BRONX,10457,40.846497,-73.894196,"(40.846497, -73.894196)",,,575       EAST TREMONT AVENUE,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,4526046,Taxi,Sedan,,,
05/08/2022,23:50,QUEENS,11368,40.746906,-73.86371,"(40.746906, -73.86371)",43 AVENUE,NATIONAL STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4525937,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/08/2022,14:02,QUEENS,11435,40.68997,-73.7982,"(40.68997, -73.7982)",,,147-40    GLASSBORO AVENUE,1,0,0,0,0,0,1,0,Fell Asleep,Unspecified,,,,4525922,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/08/2022,0:14,BROOKLYN,11229,40.59861,-73.938644,"(40.59861, -73.938644)",AVENUE V,BATCHELDER STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,4525649,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,
05/08/2022,14:13,BROOKLYN,11236,40.64013,-73.89029,"(40.64013, -73.89029)",,,1268      EAST 102 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4525819,Station Wagon/Sport Utility Vehicle,,,,
05/08/2022,9:00,BROOKLYN,11207,40.667553,-73.89671,"(40.667553, -73.89671)",GEORGIA AVENUE,BLAKE AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4526003,Sedan,,,,
05/08/2022,16:26,BROOKLYN,11207,40.661835,-73.893105,"(40.661835, -73.893105)",PENNSYLVANIA AVENUE,NEW LOTS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,4526015,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,
05/08/2022,13:10,BRONX,10467,40.881912,-73.879974,"(40.881912, -73.879974)",,,65        EAST GUN HILL ROAD,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4526174,Sedan,,,,
05/08/2022,13:20,,,40.84364,-73.930534,"(40.84364, -73.930534)",HARLEM RIVER DRIVE,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4526438,Sedan,,,,
05/08/2022,3:30,QUEENS,11428,40.718727,-73.748726,"(40.718727, -73.748726)",,,211-66    93 AVENUE,0,0,0,0,0,0,0,0,Unsafe Speed,Other Vehicular,,,,4525974,Sedan,Sedan,,,
05/08/2022,21:00,,,40.755524,-73.833405,"(40.755524, -73.833405)",41 ROAD,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4525894,Station Wagon/Sport Utility Vehicle,,,,
05/08/2022,14:44,MANHATTAN,10019,40.767906,-73.98362,"(40.767906, -73.98362)",,,340       WEST 58 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4526334,Station Wagon/Sport Utility Vehicle,,,,
05/08/2022,3:45,MANHATTAN,10027,40.812725,-73.94931,"(40.812725, -73.94931)",WEST 129 STREET,8 AVENUE,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4526025,Sedan,Sedan,,,
05/08/2022,14:50,,,40.812737,-73.93762,"(40.812737, -73.93762)",,,EAST 135 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4526133,Sedan,Sedan,,,
05/08/2022,17:00,STATEN ISLAND,10301,40.643154,-74.09958,"(40.643154, -74.09958)",TYSEN STREET,FILLMORE STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4526463,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/08/2022,18:23,MANHATTAN,10029,40.792873,-73.94373,"(40.792873, -73.94373)",EAST 108 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4526150,Station Wagon/Sport Utility Vehicle,,,,
05/08/2022,19:10,STATEN ISLAND,10301,40.633816,-74.09699,"(40.633816, -74.09699)",,,422       CASTLETON AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4526466,Station Wagon/Sport Utility Vehicle,,,,
05/08/2022,3:45,BROOKLYN,11234,40.63413,-73.928505,"(40.63413, -73.928505)",UTICA AVENUE,KINGS HIGHWAY,,4,0,0,0,0,0,4,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4525619,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
05/08/2022,14:20,STATEN ISLAND,10301,40.636723,-74.08491,"(40.636723, -74.08491)",CASTLETON AVENUE,BROOK STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4526495,Station Wagon/Sport Utility Vehicle,,,,
05/08/2022,6:15,BRONX,10451,40.81738,-73.9257,"(40.81738, -73.9257)",,,2824      PARK AVENUE,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4525936,Ambulance,Pick-up Truck,,,
05/08/2022,10:35,,,40.70996,-73.989334,"(40.70996, -73.989334)",FDR DRIVE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4525801,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/08/2022,4:00,,,40.659832,-73.897606,"(40.659832, -73.897606)",NEW LOTS AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4526521,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/08/2022,22:58,,,,,,LONG ISLAND EXPRESSWAY,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4526037,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/08/2022,21:09,BRONX,10472,40.83104,-73.861855,"(40.83104, -73.861855)",,,1210      WHITE PLAINS ROAD,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4526095,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/08/2022,0:20,,,,,,HENRY HUDSON PARKWAY RAMP,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4526219,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/08/2022,17:20,BRONX,10464,0,0,"(0.0, 0.0)",,,180       KILROE STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4525889,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/08/2022,4:50,,,40.86231,-73.909874,"(40.86231, -73.909874)",WEST FORDHAM ROAD,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4525719,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/08/2022,18:35,BRONX,10455,40.815754,-73.89529,"(40.815754, -73.89529)",LONGWOOD AVENUE,BRUCKNER BOULEVARD,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4526235,Sedan,Sedan,,,
05/08/2022,15:10,BROOKLYN,11219,40.63665,-73.993324,"(40.63665, -73.993324)",,,1206      48 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4525989,Sedan,Sedan,,,
05/08/2022,0:00,,,0,0,"(0.0, 0.0)",CANAL STREET,HUDSON STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4525900,Sedan,Sedan,,,
05/08/2022,10:30,QUEENS,11434,40.672382,-73.78574,"(40.672382, -73.78574)",BAISLEY BOULEVARD,ROCKAWAY BOULEVARD,,1,0,0,0,0,0,1,0,Steering Failure,Unspecified,,,,4526414,Station Wagon/Sport Utility Vehicle,trailer,,,
05/08/2022,2:14,BROOKLYN,11212,0,0,"(0.0, 0.0)",SUTTER AVENUE,GRAFTON STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,4526388,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Sedan
05/08/2022,0:34,QUEENS,11375,40.733727,-73.84701,"(40.733727, -73.84701)",,,110-19    64 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4525702,Sedan,Sedan,,,
05/08/2022,21:15,,,40.701942,-73.95573,"(40.701942, -73.95573)",LEE AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Following Too Closely,Unspecified,,,4526111,Sedan,Sedan,Sedan,,
05/08/2022,12:25,BROOKLYN,11222,40.72377,-73.9508,"(40.72377, -73.9508)",MANHATTAN AVENUE,NASSAU AVENUE,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,4525792,Station Wagon/Sport Utility Vehicle,Bike,,,
05/08/2022,14:30,BROOKLYN,11211,40.707542,-73.95057,"(40.707542, -73.95057)",,,239       UNION AVENUE,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,4526329,Sedan,,,,
05/08/2022,3:30,,,,,,THOMSON AVENUE,Ed koch queensboro bridge,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4525682,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/08/2022,16:30,,,40.806614,-73.90769,"(40.806614, -73.90769)",BRUCKNER BOULEVARD,SOUTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4525912,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/08/2022,6:01,BRONX,10469,40.874702,-73.85803,"(40.874702, -73.85803)",EAST GUN HILL ROAD,PAULDING AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4526205,Sedan,Sedan,,,
05/08/2022,4:30,QUEENS,11413,40.663998,-73.746445,"(40.663998, -73.746445)",,,230-69    LANSING AVENUE,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,,4525830,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,
05/08/2022,23:10,STATEN ISLAND,10301,40.648277,-74.08469,"(40.648277, -74.08469)",,,350       RICHMOND TERRACE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4526510,Sedan,,,,
05/08/2022,22:00,QUEENS,11372,0,0,"(0.0, 0.0)",74 STREET,37 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4526477,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/08/2022,3:11,,,0,0,"(0.0, 0.0)",PENNSYLVANIA AVENUE,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4526009,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/08/2022,10:30,,,0,0,"(0.0, 0.0)",EAST KINGSBRIDGE ROAD,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4525955,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/08/2022,2:00,BROOKLYN,11207,40.657066,-73.8895,"(40.657066, -73.8895)",,,850       PENNSYLVANIA AVENUE,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4526016,Station Wagon/Sport Utility Vehicle,,,,
05/08/2022,15:00,QUEENS,11693,40.585285,-73.81805,"(40.585285, -73.81805)",,,183       BEACH 96 STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4525821,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/08/2022,12:00,BROOKLYN,11201,40.68872,-73.99433,"(40.68872, -73.99433)",,,166       AMITY STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4525756,Sedan,,,,
05/08/2022,10:32,BRONX,10451,40.827812,-73.925934,"(40.827812, -73.925934)",EAST 161 STREET,RIVER AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,4526531,Sedan,,,,
05/08/2022,12:53,BROOKLYN,11212,40.67011,-73.912796,"(40.67011, -73.912796)",,,54        BRISTOL STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4526394,Station Wagon/Sport Utility Vehicle,,,,
05/08/2022,18:00,BRONX,10467,40.87856,-73.865776,"(40.87856, -73.865776)",EAST 212 STREET,WHITE PLAINS ROAD,,1,0,1,0,0,0,0,0,Traffic Control Disregarded,,,,,4525869,Sedan,,,,
05/08/2022,4:40,,,40.674778,-73.765625,"(40.674778, -73.765625)",BEDELL STREET,,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,Unspecified,,,4526054,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
05/08/2022,12:59,,,0,0,"(0.0, 0.0)",EAST 199 STREET,,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,4526172,Sedan,,,,
05/08/2022,8:00,,,,,,DOUGLASTON PARKWAY,HORACE HARDING EXPRESSWAY,,0,0,0,0,0,0,0,0,Unspecified,,,,,4525750,Sedan,,,,
05/08/2022,3:55,BROOKLYN,11226,40.644424,-73.9489,"(40.644424, -73.9489)",NOSTRAND AVENUE,CORTELYOU ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,4525676,Sedan,Sedan,Sedan,Sedan,Sedan
05/08/2022,4:30,QUEENS,11412,40.70524,-73.77508,"(40.70524, -73.77508)",LIBERTY AVENUE,DUNKIRK STREET,,6,0,0,0,0,0,6,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4525920,Bus,Sedan,,,
05/08/2022,4:02,BRONX,10466,40.881264,-73.83875,"(40.881264, -73.83875)",BAYCHESTER AVENUE,BOSTON ROAD,,0,0,0,0,0,0,0,0,Other Vehicular,Pavement Slippery,Other Vehicular,Unspecified,,4526623,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,
05/08/2022,12:15,QUEENS,11421,40.69133,-73.85054,"(40.69133, -73.85054)",,,93-08     89 AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4526086,Sedan,,,,
05/08/2022,18:05,BROOKLYN,11225,40.66536,-73.956985,"(40.66536, -73.956985)",,,1679      BEDFORD AVENUE,1,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4525884,Sedan,E-Bike,,,
05/08/2022,18:21,QUEENS,11369,0,0,"(0.0, 0.0)",31 AVENUE,94 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4526428,Station Wagon/Sport Utility Vehicle,,,,
05/08/2022,0:00,,,40.747692,-73.89381,"(40.747692, -73.89381)",,,72 STREET,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,4526562,Sedan,Station Wagon/Sport Utility Vehicle,Bus,Station Wagon/Sport Utility Vehicle,
05/08/2022,4:10,BRONX,10454,0,0,"(0.0, 0.0)",EAST 140 STREET,BRUCKNER BOULEVARD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4525939,Taxi,Station Wagon/Sport Utility Vehicle,,,
05/08/2022,15:23,BROOKLYN,11214,40.59952,-73.99876,"(40.59952, -73.99876)",BATH AVENUE,BAY 28 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4526253,Sedan,Sedan,,,
05/08/2022,9:40,BROOKLYN,11201,40.696033,-73.984535,"(40.696033, -73.984535)",TILLARY STREET,FLATBUSH AVENUE EXTENSION,,0,0,0,0,0,0,0,0,Unsafe Speed,Unsafe Speed,,,,4525813,Sedan,Sedan,,,
05/08/2022,16:45,,,40.690426,-73.93355,"(40.690426, -73.93355)",STUYVESANT AVENUE,,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4526544,Sedan,Bike,,,
