CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
05/08/2022,4:32,MANHATTAN,10032,40.844135,-73.93752,"(40.844135, -73.93752)",WEST 173 STREET,SAINT NICHOLAS AVENUE,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Driver Inattention/Distraction,,,,4526220,Sedan,Scooter,,,
05/08/2022,11:00,,,40.749283,-73.756645,"(40.749283, -73.756645)",LONG ISLAND EXPRESSWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,4525791,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
05/08/2022,16:40,,,,,,BORDEN AVENUE,VANDAM STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4525859,Sedan,Sedan,,,
05/08/2022,10:30,QUEENS,11369,0,0,"(0.0, 0.0)",,,32-19     JUNCTION BOULEVARD,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4526398,Sedan,Sedan,,,
05/08/2022,11:15,BROOKLYN,11212,40.670258,-73.90682,"(40.670258, -73.90682)",,,1784      PITKIN AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4526389,Sedan,Sedan,,,
05/08/2022,3:05,BROOKLYN,11203,0,0,"(0.0, 0.0)",FOSTER AVENUE,SCHENECTADY AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,4525725,Sedan,Sedan,,,
05/08/2022,12:00,MANHATTAN,10001,40.74985,-73.99786,"(40.74985, -73.99786)",,,360       WEST 28 STREET,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4526431,Station Wagon/Sport Utility Vehicle,,,,
05/08/2022,20:53,BRONX,10455,40.815403,-73.9161,"(40.815403, -73.9161)",,,444       EAST 149 STREET,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4526021,Ambulance,Moped,,,
05/08/2022,0:53,QUEENS,11101,0,0,"(0.0, 0.0)",,,35-25     STEINWAY STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4525621,Convertible,,,,
05/08/2022,3:19,BROOKLYN,11237,0,0,"(0.0, 0.0)",GARDNER AVENUE,RANDOLPH STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4526106,Sedan,Sedan,,,
05/08/2022,20:11,BROOKLYN,11234,40.59651,-73.90788,"(40.59651, -73.90788)",FLATBUSH AVENUE,SHORE PARKWAY,,0,0,0,0,0,0,0,0,Alcohol Involvement,Other Vehicular,,,,4526152,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/08/2022,10:30,,,40.66515,-73.82589,"(40.66515, -73.82589)",BELT PARKWAY,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4525935,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/08/2022,17:20,,,40.769318,-73.8666,"(40.769318, -73.8666)",GRAND CENTRAL PKWY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4526407,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/08/2022,9:30,BRONX,10452,40.836304,-73.92518,"(40.836304, -73.92518)",WEST 167 STREET,WOODYCREST AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4525988,Ambulance,Taxi,,,
05/08/2022,15:06,,,40.802822,-73.930405,"(40.802822, -73.930405)",HARLEM RIVER DRIVE,,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,4526134,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/08/2022,19:30,QUEENS,11354,40.755917,-73.83609,"(40.755917, -73.83609)",,,131-05    40 ROAD,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4525845,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/08/2022,6:16,,,40.72293,-73.847336,"(40.72293, -73.847336)",YELLOWSTONE BOULEVARD,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4525701,Sedan,,,,
05/08/2022,6:40,BROOKLYN,11233,40.672497,-73.91686,"(40.672497, -73.91686)",SARATOGA AVENUE,PROSPECT PLACE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4526354,Sedan,Sedan,,,
05/08/2022,8:35,BRONX,10454,40.807552,-73.91922,"(40.807552, -73.91922)",EAST 138 STREET,BROOK AVENUE,,1,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4525901,E-Scooter,,,,
05/08/2022,16:58,,,40.73769,-73.76858,"(40.73769, -73.76858)",CLEARVIEW EXPRESSWAY,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4525888,Sedan,Sedan,,,
05/08/2022,3:51,BRONX,10455,40.815994,-73.90012,"(40.815994, -73.90012)",,,717       KELLY STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,4526568,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,
05/08/2022,2:30,BRONX,10453,40.8562,-73.90523,"(40.8562, -73.90523)",JEROME AVENUE,CAMERON PLACE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4525972,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/08/2022,22:25,,,40.83639,-73.91588,"(40.83639, -73.91588)",EAST 169 STREET,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4526034,Sedan,Sedan,,,
05/08/2022,11:52,STATEN ISLAND,10306,40.58117,-74.09855,"(40.58117, -74.09855)",,,2001      HYLAN BOULEVARD,0,0,0,0,0,0,0,0,Following Too Closely,,,,,4526518,Station Wagon/Sport Utility Vehicle,,,,
05/08/2022,10:45,,,40.834198,-73.85169,"(40.834198, -73.85169)",CASTLE HILL AVENUE,WESTCHESTER AVENUE,,2,0,1,0,0,0,1,0,Failure to Yield Right-of-Way,,,,,4526093,Sedan,,,,
05/08/2022,9:45,,,40.804695,-73.92239,"(40.804695, -73.92239)",BRUCKNER BOULEVARD,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4525940,Sedan,,,,
05/08/2022,20:30,QUEENS,11372,40.751102,-73.8912,"(40.751102, -73.8912)",75 STREET,35 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4526478,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/08/2022,8:53,,,40.675354,-73.89006,"(40.675354, -73.89006)",LIBERTY AVENUE,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,4526012,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
05/08/2022,4:15,MANHATTAN,10033,40.851105,-73.92845,"(40.851105, -73.92845)",,,495       WEST 186 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4526807,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/08/2022,12:30,,,,,,HUTCHINSON RIVER PARKWAY,,,1,0,0,0,0,0,1,0,Following Too Closely,Outside Car Distraction,,,,4526909,Station Wagon/Sport Utility Vehicle,ambulance,,,
05/08/2022,9:15,QUEENS,11385,40.70602,-73.88364,"(40.70602, -73.88364)",,,69-08     69 PLACE,0,0,0,0,0,0,0,0,Unspecified,,,,,4526963,Station Wagon/Sport Utility Vehicle,,,,
05/08/2022,21:24,BRONX,10463,40.877827,-73.90999,"(40.877827, -73.90999)",ADRIAN AVENUE,WEST 228 STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4526806,Sedan,,,,
05/08/2022,17:20,,,40.84869,-73.90329,"(40.84869, -73.90329)",EAST TREMONT AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,4526743,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
05/08/2022,0:15,,,40.704346,-73.98459,"(40.704346, -73.98459)",JOHN STREET,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4526864,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/08/2022,0:05,BROOKLYN,11209,40.624393,-74.03495,"(40.624393, -74.03495)",,,157       86 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4526788,Sedan,,,,
05/08/2022,20:22,MANHATTAN,10016,0,0,"(0.0, 0.0)",EAST 37 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,4526878,Sedan,,,,
05/08/2022,23:33,,,40.681118,-73.96443,"(40.681118, -73.96443)",WASHINGTON AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4526903,Taxi,Station Wagon/Sport Utility Vehicle,,,
05/08/2022,13:25,BRONX,10463,0,0,"(0.0, 0.0)",WEST 234 STREET,KINGSBRIDGE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4526786,Sedan,Sedan,,,
05/08/2022,10:15,,,40.823315,-73.94901,"(40.823315, -73.94901)",AMSTERDAM AVENUE,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4526758,Sedan,Bus,,,
05/08/2022,13:20,MANHATTAN,10018,40.75619,-73.99057,"(40.75619, -73.99057)",,,625       8 AVENUE,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,,,,4526726,Sedan,,,,
05/08/2022,15:50,BRONX,10455,40.81361,-73.913345,"(40.81361, -73.913345)",EAST 148 STREET,SAINT ANNS AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,4526774,Ford,Sedan,,,
05/08/2022,4:32,MANHATTAN,10002,40.72293,-73.98865,"(40.72293, -73.98865)",EAST HOUSTON STREET,1 AVENUE,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,4526960,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/08/2022,19:52,BROOKLYN,11205,40.688324,-73.96482,"(40.688324, -73.96482)",LAFAYETTE AVENUE,SAINT JAMES PLACE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4526751,E-Scooter,,,,
05/08/2022,11:21,QUEENS,11368,40.756298,-73.872116,"(40.756298, -73.872116)",,,33-28     96 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4526768,Station Wagon/Sport Utility Vehicle,,,,
05/08/2022,20:19,MANHATTAN,10033,40.850227,-73.93982,"(40.850227, -73.93982)",,,819       WEST 180 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4526817,Sedan,,,,
05/08/2022,0:00,BRONX,10469,40.87307,-73.84424,"(40.87307, -73.84424)",EASTCHESTER ROAD,BURKE AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,4526931,Sedan,Sedan,,,
05/08/2022,2:50,BROOKLYN,11211,40.71454,-73.95171,"(40.71454, -73.95171)",UNION AVENUE,CONSELYEA STREET,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,4526796,Station Wagon/Sport Utility Vehicle,Tractor Truck Gasoline,,,
05/08/2022,3:15,BRONX,10465,0,0,"(0.0, 0.0)",COUNTRY CLUB ROAD,MACDONOUGH PLACE,,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,,,,4527204,Sedan,Sedan,,,
05/08/2022,22:55,,,40.628662,-74.13675,"(40.628662, -74.13675)",DECKER AVENUE,CATHERINE STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4527110,Station Wagon/Sport Utility Vehicle,,,,
05/08/2022,17:00,BROOKLYN,11234,0,0,"(0.0, 0.0)",EAST 63 STREET,AVENUE T,,4,0,0,0,0,0,4,0,Other Vehicular,Driver Inexperience,Unspecified,,,4527239,Sedan,Sedan,Sedan,,
05/08/2022,4:17,BRONX,10463,40.881382,-73.90303,"(40.881382, -73.90303)",,,5680      BROADWAY,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4527107,Sedan,Convertible,Sedan,,
05/08/2022,0:30,,,40.531128,-74.162636,"(40.531128, -74.162636)",ARDEN AVENUE,,,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,Unspecified,,,,4527087,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
05/08/2022,23:30,BRONX,10472,40.827515,-73.86747,"(40.827515, -73.86747)",,,1744      WATSON AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4527044,Station Wagon/Sport Utility Vehicle,,,,
05/08/2022,17:24,,,40.84852,-73.935936,"(40.84852, -73.935936)",WEST 179 STREET,,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,4527915,Sedan,Sedan,,,
05/08/2022,12:30,QUEENS,11373,40.731182,-73.871605,"(40.731182, -73.871605)",WOODHAVEN BOULEVARD,WETHEROLE STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4527424,Station Wagon/Sport Utility Vehicle,,,,
05/08/2022,15:55,,,40.67725,-73.92754,"(40.67725, -73.92754)",ATLANTIC AVENUE,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4527731,Taxi,Sedan,,,
05/08/2022,20:37,BROOKLYN,11203,40.651104,-73.94381,"(40.651104, -73.94381)",CHURCH AVENUE,BROOKLYN AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4528058,Sedan,Motorcycle,,,
05/08/2022,16:45,BRONX,10475,40.86832,-73.83317,"(40.86832, -73.83317)",EDSON AVENUE,BARTOW AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4528026,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/08/2022,18:55,,,40.606422,-74.0147,"(40.606422, -74.0147)",15 AVENUE,,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4527440,Sedan,Bike,,,
05/08/2022,20:06,QUEENS,11421,40.69366,-73.85217,"(40.69366, -73.85217)",WOODHAVEN BOULEVARD,JAMAICA AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4527464,Station Wagon/Sport Utility Vehicle,,,,
05/08/2022,22:57,,,40.68038,-73.80466,"(40.68038, -73.80466)",VAN WYCK EXPWY,,,1,0,0,0,0,0,1,0,Passing Too Closely,Unspecified,,,,4527561,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/08/2022,22:13,QUEENS,11377,40.75054,-73.896545,"(40.75054, -73.896545)",69 STREET,35 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4527585,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/08/2022,19:17,,,40.668507,-73.92561,"(40.668507, -73.92561)",BUFFALO AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4527733,Sedan,,,,
05/08/2022,19:00,QUEENS,11436,40.667473,-73.79388,"(40.667473, -73.79388)",135 AVENUE,INWOOD STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4528070,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/08/2022,11:55,BRONX,10461,40.83779,-73.83141,"(40.83779, -73.83141)",,,1323      BRADFORD AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4528003,Station Wagon/Sport Utility Vehicle,,,,
05/08/2022,19:45,STATEN ISLAND,10304,40.61653,-74.08699,"(40.61653, -74.08699)",VANDUZER STREET,METCALFE STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4528655,Sedan,Sedan,,,
05/08/2022,4:30,MANHATTAN,10011,40.741077,-74.001564,"(40.741077, -74.001564)",WEST 16 STREET,8 AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4528525,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/08/2022,21:00,BRONX,10474,,,,,,772       EDGEWATER ROAD,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4528610,Sedan,Tractor Truck Diesel,,,
05/08/2022,13:30,QUEENS,11364,40.747704,-73.75447,"(40.747704, -73.75447)",223 PLACE,64 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Following Too Closely,,,,4528633,Sedan,Sedan,,,
05/08/2022,22:05,,,40.69757,-73.87144,"(40.69757, -73.87144)",JACKIE ROBINSON PKWY,,,1,0,0,0,0,0,1,0,Other Vehicular,Unspecified,Unspecified,,,4528529,Sedan,Sedan,Pick-up Truck,,
05/08/2022,16:00,,,40.711033,-73.7281,"(40.711033, -73.7281)",CROSS ISLAND PARKWAY,,,5,0,0,0,0,0,5,0,Unspecified,Unspecified,,,,4525863,Sedan,Sedan,,,
05/08/2022,3:45,QUEENS,11373,40.739613,-73.86705,"(40.739613, -73.86705)",,,53-09     JUNCTION BOULEVARD,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4529031,Bike,,,,
05/08/2022,19:34,BRONX,10463,40.877304,-73.90062,"(40.877304, -73.90062)",PEROT STREET,KINGSBRIDGE TERRACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4528939,Tanker,Sedan,,,
05/08/2022,14:31,,,40.83301,-73.95027,"(40.83301, -73.95027)",HENRY HUDSON PARKWAY,,,0,1,0,1,0,0,0,0,Unspecified,,,,,4525853,Sedan,,,,
05/08/2022,17:22,QUEENS,11412,40.688236,-73.76196,"(40.688236, -73.76196)",FARMERS BOULEVARD,119 AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4526778,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/08/2022,5:35,MANHATTAN,10026,40.802307,-73.954445,"(40.802307, -73.954445)",,,214       WEST 114 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4529204,Sedan,Sedan,,,
05/08/2022,23:00,,,40.76803,-73.87722,"(40.76803, -73.87722)",93 STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4529260,Sedan,,,,
05/08/2022,12:50,QUEENS,11385,0,0,"(0.0, 0.0)",SENECA AVENUE,HARMAN STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4529598,Sedan,Sedan,,,
05/08/2022,18:06,QUEENS,11103,40.75702,-73.91483,"(40.75702, -73.91483)",,,45-11     BROADWAY,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4529636,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/08/2022,16:00,BROOKLYN,11207,40.649452,-73.89149,"(40.649452, -73.89149)",,,974       WILLIAMS AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4529752,Sedan,,,,
05/08/2022,22:40,BROOKLYN,11236,40.640285,-73.90473,"(40.640285, -73.90473)",,,1178      EAST 91 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4529626,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/08/2022,15:35,,,40.806614,-73.90769,"(40.806614, -73.90769)",BRUCKNER BOULEVARD,SOUTHERN BOULEVARD,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,4530517,Sedan,Sedan,,,
05/08/2022,3:14,BRONX,10452,,,,WEST MOUNT EDEN AVENUE,JEROME AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Aggressive Driving/Road Rage,,,4530498,Sedan,Sedan,Sedan,,
05/08/2022,17:30,BROOKLYN,11214,0,0,"(0.0, 0.0)",,,1907      CROPSEY AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4530495,Sedan,,,,
05/08/2022,11:00,MANHATTAN,10019,,,,,,881       10 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4530350,Sedan,Tractor Truck Gasoline,,,
05/08/2022,8:33,,,0,0,"(0.0, 0.0)",120 AVENUE,,,1,1,1,1,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified,4525858,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle
05/08/2022,3:30,,,,,,LAFAYETTE AVENUE,HUTCHINSON RIVER PARKWAY,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,4531348,Sedan,Sedan,,,
05/08/2022,10:01,,,,,,144 AVENUE,144TH AVENUE SPRINGFIELD BLVD,,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,Unspecified,,,4531344,Sedan,Sedan,Sedan,,
05/08/2022,4:40,QUEENS,11105,40.777496,-73.91347,"(40.777496, -73.91347)",,,22-10     27 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4533100,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
05/08/2022,6:06,BROOKLYN,11235,40.577995,-73.95964,"(40.577995, -73.95964)",CONEY ISLAND AVENUE,BRIGHTON BEACH AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4534217,Station Wagon/Sport Utility Vehicle,,,,
